,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
log_tau_participant_raw[201],-0.165,0.517,-0.98,0.866,0.011,0.014,3380.0,2125.0,1.0
log_tau_participant_raw[202],0.706,0.677,-0.443,2.013,0.01,0.012,5082.0,2371.0,1.0
log_tau_participant_raw[203],0.693,0.66,-0.45,1.943,0.009,0.012,6625.0,2670.0,1.0
log_tau_participant_raw[204],-1.531,0.621,-2.671,-0.363,0.007,0.014,7224.0,2713.0,1.0
log_tau_participant_raw[205],0.045,0.634,-0.934,1.331,0.013,0.013,3340.0,1931.0,1.0
log_tau_participant_raw[206],0.279,0.666,-0.805,1.58,0.011,0.013,4604.0,2890.0,1.0
log_tau_participant_raw[207],-0.326,0.556,-1.24,0.701,0.012,0.018,3306.0,1686.0,1.0
log_tau_participant_raw[208],0.366,0.689,-0.771,1.652,0.012,0.013,4295.0,2503.0,1.0
log_tau_participant_raw[209],0.995,0.638,-0.094,2.239,0.01,0.013,5527.0,2250.0,1.0
log_tau_participant_raw[210],0.586,0.661,-0.537,1.797,0.01,0.011,5172.0,2880.0,1.0
log_tau_participant_raw[211],-0.452,0.525,-1.273,0.573,0.011,0.015,3100.0,1844.0,1.0
log_tau_participant_raw[212],0.307,0.681,-0.743,1.724,0.011,0.014,5689.0,2081.0,1.0
log_tau_participant_raw[213],0.655,0.647,-0.493,1.844,0.01,0.012,5004.0,2587.0,1.0
log_tau_participant_raw[214],-0.246,0.482,-1.01,0.681,0.009,0.014,4151.0,1971.0,1.0
log_tau_participant_raw[215],0.619,0.673,-0.504,1.879,0.01,0.013,5778.0,2830.0,1.0
log_tau_participant_raw[216],0.763,0.687,-0.462,2.006,0.011,0.013,4628.0,2214.0,1.0
log_tau_participant_raw[217],-0.521,0.405,-1.267,0.199,0.008,0.013,3825.0,1886.0,1.0
log_tau_participant_raw[218],-0.913,0.375,-1.609,-0.28,0.007,0.013,3533.0,1864.0,1.0
log_tau_participant_raw[219],0.197,0.647,-0.83,1.439,0.012,0.014,4415.0,2079.0,1.0
log_tau_participant_raw[220],-0.094,0.69,-1.226,1.2,0.012,0.015,5264.0,2363.0,1.0
log_tau_participant_raw[221],-0.857,0.352,-1.52,-0.2,0.006,0.008,4336.0,2135.0,1.0
log_tau_participant_raw[222],0.972,0.667,-0.2,2.204,0.009,0.011,7228.0,3091.0,1.0
log_tau_participant_raw[223],0.761,0.672,-0.397,2.022,0.009,0.012,6231.0,2678.0,1.0
log_tau_participant_raw[224],0.824,0.663,-0.336,2.039,0.01,0.013,5271.0,2573.0,1.0
log_tau_participant_raw[225],0.798,0.678,-0.386,2.055,0.01,0.014,5890.0,2824.0,1.0
log_tau_participant_raw[226],0.476,0.659,-0.645,1.76,0.01,0.011,5490.0,2933.0,1.0
log_tau_participant_raw[227],0.756,0.666,-0.343,2.073,0.01,0.012,6113.0,2681.0,1.0
log_tau_participant_raw[228],0.918,0.649,-0.178,2.16,0.01,0.012,4833.0,2269.0,1.0
log_tau_participant_raw[229],0.2,0.632,-0.803,1.383,0.011,0.012,4319.0,2296.0,1.0
log_tau_participant_raw[230],0.283,0.806,-1.124,1.796,0.011,0.014,6295.0,2796.0,1.0
log_tau_participant_raw[231],0.61,0.699,-0.611,1.894,0.011,0.012,5515.0,2643.0,1.0
log_tau_participant_raw[232],1.082,0.639,-0.027,2.314,0.009,0.012,6834.0,2600.0,1.0
log_tau_participant_raw[233],0.907,0.666,-0.235,2.174,0.009,0.011,6351.0,3088.0,1.0
log_tau_participant_raw[234],-0.586,0.543,-1.489,0.42,0.01,0.014,4002.0,1867.0,1.0
log_tau_participant_raw[235],-1.516,0.612,-2.709,-0.415,0.008,0.012,6439.0,2936.0,1.0
log_tau_participant_raw[236],1.076,0.647,-0.061,2.298,0.009,0.011,6508.0,2807.0,1.0
log_tau_participant_raw[237],-0.224,0.439,-0.935,0.623,0.009,0.015,3615.0,1797.0,1.0
log_tau_participant_raw[238],-0.748,0.841,-2.305,0.933,0.011,0.019,6727.0,2463.0,1.0
log_tau_participant_raw[239],0.934,0.675,-0.254,2.161,0.009,0.012,6169.0,2410.0,1.0
log_tau_participant_raw[240],-0.194,0.806,-1.538,1.445,0.012,0.015,5555.0,2906.0,1.0
log_tau_participant_raw[241],0.299,0.634,-0.743,1.5,0.01,0.013,5678.0,2787.0,1.0
log_tau_participant_raw[242],-0.041,0.644,-1.124,1.163,0.012,0.016,4685.0,2079.0,1.0
log_tau_participant_raw[243],-1.611,0.526,-2.656,-0.672,0.009,0.01,3638.0,2472.0,1.0
log_tau_participant_raw[244],-0.703,0.467,-1.55,0.15,0.008,0.013,4294.0,1760.0,1.0
log_tau_participant_raw[245],0.448,0.691,-0.661,1.838,0.011,0.012,5087.0,2352.0,1.0
log_tau_participant_raw[246],0.146,0.659,-0.992,1.368,0.01,0.012,5613.0,2523.0,1.0
log_tau_participant_raw[247],-0.324,0.842,-1.781,1.299,0.013,0.016,5685.0,2599.0,1.0
log_tau_participant_raw[248],-1.993,0.511,-2.944,-1.008,0.007,0.013,5794.0,2374.0,1.0
log_tau_participant_raw[249],-1.85,0.599,-2.988,-0.694,0.008,0.013,6418.0,2699.0,1.0
log_tau_participant_raw[250],-1.528,0.626,-2.692,-0.363,0.008,0.013,6008.0,2470.0,1.0
log_tau_participant_raw[251],0.811,0.655,-0.315,2.059,0.01,0.013,5769.0,2544.0,1.0
log_tau_participant_raw[252],-0.293,0.555,-1.219,0.737,0.013,0.017,3657.0,1606.0,1.0
log_tau_participant_raw[253],0.255,0.709,-0.922,1.642,0.012,0.014,4561.0,2205.0,1.0
log_tau_participant_raw[254],-1.811,0.53,-2.849,-0.867,0.008,0.01,4749.0,2456.0,1.0
log_tau_participant_raw[255],-0.736,0.463,-1.537,0.131,0.009,0.013,4020.0,1722.0,1.0
log_tau_participant_raw[256],0.731,0.679,-0.425,2.001,0.01,0.013,5918.0,2850.0,1.0
log_tau_participant_raw[257],0.006,0.573,-0.86,1.087,0.011,0.016,4067.0,1925.0,1.0
log_tau_participant_raw[258],0.927,0.664,-0.216,2.164,0.01,0.011,5541.0,3029.0,1.0
log_tau_participant_raw[259],-0.951,0.433,-1.662,-0.09,0.009,0.017,3929.0,1804.0,1.0
log_tau_participant_raw[260],0.693,0.676,-0.471,1.965,0.01,0.011,5691.0,2874.0,1.0
log_tau_participant_raw[261],1.091,0.631,-0.078,2.216,0.009,0.012,6370.0,2662.0,1.0
log_tau_participant_raw[262],-1.23,0.371,-1.935,-0.55,0.006,0.008,4167.0,2415.0,1.0
log_tau_participant_raw[263],-0.675,0.436,-1.418,0.115,0.009,0.015,4472.0,1903.0,1.0
log_tau_participant_raw[264],0.626,0.682,-0.531,1.922,0.01,0.013,5701.0,2785.0,1.0
log_tau_participant_raw[265],-1.237,0.647,-2.525,-0.055,0.008,0.017,7241.0,2201.0,1.0
log_tau_participant_raw[266],0.611,0.645,-0.451,1.822,0.01,0.013,5792.0,2736.0,1.0
log_tau_participant_raw[267],-1.398,0.435,-2.211,-0.624,0.006,0.009,6067.0,2903.0,1.0
log_tau_participant_raw[268],-1.735,0.556,-2.807,-0.747,0.008,0.014,5378.0,2552.0,1.0
log_tau_participant_raw[269],-0.327,0.542,-1.173,0.737,0.011,0.017,3640.0,1760.0,1.0
log_tau_participant_raw[270],0.4,0.682,-0.733,1.719,0.011,0.013,4979.0,2483.0,1.0
log_tau_participant_raw[271],1.149,0.622,0.075,2.349,0.008,0.012,6173.0,2903.0,1.0
log_tau_participant_raw[272],0.41,0.651,-0.673,1.636,0.011,0.012,4578.0,2458.0,1.0
log_tau_participant_raw[273],0.464,0.671,-0.704,1.714,0.01,0.012,5851.0,2589.0,1.0
log_tau_participant_raw[274],0.165,0.684,-0.99,1.416,0.013,0.015,4113.0,2279.0,1.0
log_tau_participant_raw[275],0.547,0.68,-0.594,1.819,0.01,0.012,5213.0,2860.0,1.0
log_tau_participant_raw[276],-0.123,0.49,-0.897,0.828,0.009,0.012,4507.0,2185.0,1.0
log_tau_participant_raw[277],0.117,0.657,-0.912,1.419,0.011,0.013,4498.0,2642.0,1.0
log_tau_participant_raw[278],-0.84,0.446,-1.645,-0.006,0.008,0.013,4231.0,1868.0,1.0
log_tau_participant_raw[279],0.394,0.626,-0.664,1.548,0.011,0.011,4622.0,2848.0,1.0
log_tau_participant_raw[280],0.837,0.637,-0.271,2.01,0.009,0.012,5841.0,2524.0,1.0
log_tau_participant_raw[281],0.719,0.688,-0.468,2.015,0.01,0.011,5762.0,2707.0,1.0
log_tau_participant_raw[282],0.175,0.681,-0.938,1.431,0.013,0.015,4585.0,2400.0,1.0
log_tau_participant_raw[283],0.985,0.64,-0.095,2.242,0.009,0.012,5620.0,2781.0,1.0
log_tau_participant_raw[284],0.202,0.664,-0.877,1.462,0.012,0.013,4690.0,2383.0,1.0
log_tau_participant_raw[285],-0.271,0.879,-1.739,1.468,0.012,0.015,5725.0,2872.0,1.0
log_tau_participant_raw[286],-1.928,0.538,-3.0,-1.01,0.009,0.013,4792.0,2084.0,1.0
log_tau_participant_raw[287],-0.794,0.464,-1.599,0.099,0.007,0.012,5643.0,2159.0,1.0
log_tau_participant_raw[288],-1.103,0.349,-1.805,-0.479,0.005,0.006,5674.0,2830.0,1.0
log_tau_participant_raw[289],-1.101,0.399,-1.872,-0.367,0.006,0.008,5183.0,2463.0,1.0
log_tau_participant_raw[290],0.56,0.674,-0.568,1.835,0.011,0.012,5015.0,2713.0,1.0
log_tau_participant_raw[291],0.276,0.598,-0.644,1.427,0.012,0.015,3941.0,2161.0,1.0
log_tau_participant_raw[292],-0.298,0.542,-1.131,0.785,0.011,0.017,3808.0,1841.0,1.0
log_tau_participant_raw[293],0.71,0.684,-0.528,1.939,0.01,0.011,6116.0,2956.0,1.0
log_tau_participant_raw[294],0.972,0.635,-0.087,2.207,0.009,0.011,5933.0,2765.0,1.0
log_tau_participant_raw[295],0.539,0.679,-0.567,1.884,0.011,0.013,4857.0,2335.0,1.0
log_tau_participant_raw[296],-1.722,0.647,-2.909,-0.525,0.008,0.014,6838.0,1815.0,1.0
log_tau_participant_raw[297],0.665,0.692,-0.53,2.032,0.01,0.012,5600.0,2555.0,1.0
log_tau_participant_raw[298],0.876,0.676,-0.28,2.133,0.01,0.011,5645.0,2852.0,1.0
log_tau_participant_raw[299],-0.739,0.373,-1.421,-0.041,0.005,0.008,5708.0,2343.0,1.0
log_tau_participant_raw[300],0.877,0.664,-0.289,2.097,0.011,0.014,4784.0,1954.0,1.0
log_tau_participant_raw[301],-0.467,0.491,-1.267,0.446,0.01,0.015,3961.0,1812.0,1.0
log_tau_participant_raw[302],0.879,0.669,-0.302,2.113,0.01,0.012,5850.0,2616.0,1.0
log_tau_participant_raw[303],0.658,0.674,-0.496,1.958,0.011,0.012,4627.0,2700.0,1.0
log_tau_participant_raw[304],-0.283,0.606,-1.201,0.951,0.011,0.016,4233.0,2067.0,1.0
log_tau_participant_raw[305],0.766,0.646,-0.385,1.962,0.01,0.011,5532.0,2943.0,1.0
log_tau_participant_raw[306],-0.005,0.743,-1.253,1.392,0.012,0.013,4723.0,2501.0,1.0
log_tau_participant_raw[307],-2.009,0.523,-2.959,-1.008,0.007,0.011,5736.0,2281.0,1.0
log_tau_participant_raw[308],0.263,0.658,-0.84,1.465,0.012,0.014,4336.0,2395.0,1.0
log_tau_participant_raw[309],-0.583,0.343,-1.186,0.071,0.005,0.008,5828.0,2292.0,1.0
log_tau_participant_raw[310],-0.76,0.469,-1.578,0.102,0.01,0.02,3463.0,1317.0,1.0
log_tau_participant_raw[311],-1.922,0.555,-2.978,-0.903,0.007,0.011,6639.0,2440.0,1.0
log_tau_participant_raw[312],0.309,0.594,-0.647,1.415,0.012,0.014,3733.0,2143.0,1.0
log_tau_participant_raw[313],-0.641,0.598,-1.707,0.41,0.012,0.019,3769.0,1538.0,1.0
log_tau_participant_raw[314],0.321,0.667,-0.76,1.588,0.011,0.013,5157.0,2811.0,1.0
log_tau_participant_raw[315],-0.925,0.476,-1.738,-0.086,0.01,0.019,3929.0,1631.0,1.0
log_tau_participant_raw[316],0.452,0.686,-0.753,1.743,0.011,0.013,5371.0,2479.0,1.0
log_tau_participant_raw[317],0.678,0.709,-0.565,2.021,0.01,0.011,5648.0,2709.0,1.0
log_tau_participant_raw[318],-0.974,0.446,-1.801,-0.201,0.008,0.014,4957.0,2060.0,1.0
log_tau_participant_raw[319],-1.372,0.646,-2.655,-0.201,0.008,0.014,6348.0,2254.0,1.0
log_tau_participant_raw[320],0.113,0.674,-0.911,1.48,0.013,0.014,3872.0,2193.0,1.0
log_tau_participant_raw[321],0.982,0.629,-0.092,2.195,0.009,0.011,5164.0,2692.0,1.0
log_tau_participant_raw[322],-0.524,0.638,-1.627,0.764,0.012,0.018,3824.0,1902.0,1.0
log_tau_participant_raw[323],-0.141,0.632,-1.166,1.046,0.014,0.017,3158.0,1817.0,1.0
log_tau_participant_raw[324],0.216,0.777,-1.109,1.676,0.012,0.014,5607.0,2566.0,1.0
log_tau_participant_raw[325],-0.022,0.891,-1.535,1.662,0.013,0.014,5417.0,2622.0,1.0
log_tau_participant_raw[326],0.896,0.657,-0.233,2.145,0.01,0.012,5829.0,2645.0,1.0
log_tau_participant_raw[327],-0.904,0.401,-1.587,-0.189,0.007,0.013,4000.0,2138.0,1.0
log_tau_participant_raw[328],0.28,0.671,-0.829,1.507,0.012,0.013,4297.0,2669.0,1.0
log_tau_participant_raw[329],-0.222,0.608,-1.208,0.992,0.012,0.013,3413.0,2235.0,1.01
log_tau_participant_raw[330],-0.02,0.608,-0.959,1.21,0.011,0.013,3950.0,2398.0,1.0
log_tau_participant_raw[331],-0.013,0.648,-1.0,1.268,0.012,0.014,4248.0,2202.0,1.0
log_tau_participant_raw[332],0.751,0.67,-0.447,1.952,0.01,0.012,5370.0,2660.0,1.0
log_tau_participant_raw[333],-0.33,0.567,-1.228,0.753,0.011,0.016,3777.0,2130.0,1.0
log_tau_participant_raw[334],-0.367,0.579,-1.308,0.775,0.013,0.017,2955.0,1495.0,1.0
log_tau_participant_raw[335],0.051,0.617,-0.889,1.269,0.013,0.016,3936.0,2011.0,1.0
log_tau_participant_raw[336],0.135,0.664,-0.922,1.439,0.012,0.013,4340.0,2421.0,1.0
log_tau_participant_raw[337],0.821,0.649,-0.244,2.087,0.01,0.011,5273.0,2630.0,1.0
log_tau_participant_raw[338],-0.0,0.651,-1.153,1.188,0.013,0.014,3738.0,2199.0,1.0
log_tau_participant_raw[339],0.874,0.67,-0.312,2.124,0.009,0.012,6117.0,2894.0,1.0
log_tau_participant_raw[340],0.972,0.651,-0.115,2.235,0.009,0.012,6328.0,2848.0,1.0
log_tau_participant_raw[341],-0.982,0.362,-1.694,-0.34,0.005,0.008,5551.0,2144.0,1.0
log_tau_participant_raw[342],-0.24,0.518,-1.059,0.735,0.011,0.015,3443.0,1917.0,1.0
log_tau_participant_raw[343],0.969,0.65,-0.165,2.203,0.009,0.011,5844.0,2543.0,1.0
log_tau_participant_raw[344],0.925,0.66,-0.177,2.207,0.009,0.011,5677.0,2933.0,1.0
log_tau_participant_raw[345],-0.624,0.458,-1.359,0.192,0.01,0.018,3214.0,1498.0,1.0
log_tau_participant_raw[346],0.555,0.687,-0.549,1.869,0.011,0.014,4750.0,2609.0,1.0
log_tau_participant_raw[347],0.891,0.686,-0.264,2.214,0.01,0.013,5848.0,2578.0,1.0
log_tau_participant_raw[348],0.393,0.682,-0.75,1.686,0.012,0.012,4210.0,2273.0,1.0
log_tau_participant_raw[349],-0.197,0.555,-1.099,0.891,0.012,0.015,3599.0,1976.0,1.0
log_tau_participant_raw[350],0.643,0.691,-0.516,1.953,0.011,0.012,5019.0,2682.0,1.0
log_tau_participant_raw[351],-0.334,0.702,-1.452,1.078,0.013,0.017,4297.0,1900.0,1.0
log_tau_participant_raw[352],-1.232,0.393,-1.955,-0.504,0.005,0.008,5802.0,2795.0,1.0
log_tau_participant_raw[353],-0.561,0.486,-1.372,0.349,0.011,0.016,3218.0,1562.0,1.0
log_tau_participant_raw[354],-0.779,0.458,-1.618,0.084,0.007,0.012,4738.0,1834.0,1.0
log_tau_participant_raw[355],-0.805,0.384,-1.535,-0.131,0.005,0.009,6185.0,2281.0,1.0
log_tau_participant_raw[356],-1.003,0.384,-1.723,-0.324,0.007,0.01,3778.0,1970.0,1.0
log_tau_participant_raw[357],0.281,0.622,-0.716,1.512,0.011,0.015,4771.0,2299.0,1.0
log_tau_participant_raw[358],0.535,0.697,-0.605,1.872,0.011,0.013,5183.0,2544.0,1.0
log_tau_participant_raw[359],-1.47,0.397,-2.204,-0.728,0.006,0.009,5276.0,2570.0,1.0
log_tau_participant_raw[360],1.027,0.65,-0.12,2.207,0.009,0.013,6104.0,2584.0,1.0
log_tau_participant_raw[361],0.958,0.632,-0.194,2.118,0.009,0.011,5603.0,2560.0,1.0
log_tau_participant_raw[362],-0.108,0.606,-1.069,1.085,0.011,0.013,4052.0,2406.0,1.0
log_tau_participant_raw[363],-0.056,0.644,-1.08,1.168,0.011,0.013,4864.0,2642.0,1.0
log_tau_participant_raw[364],0.776,0.682,-0.408,2.007,0.01,0.013,5766.0,2455.0,1.0
log_tau_participant_raw[365],1.226,0.646,0.109,2.433,0.009,0.014,6225.0,2570.0,1.0
log_tau_participant_raw[366],1.093,0.654,-0.099,2.3,0.009,0.012,6180.0,2483.0,1.0
log_tau_participant_raw[367],0.818,0.672,-0.379,2.069,0.01,0.012,5697.0,2764.0,1.0
log_tau_participant_raw[368],0.677,0.695,-0.501,1.947,0.01,0.013,5675.0,2382.0,1.0
log_tau_participant_raw[369],0.634,0.651,-0.455,1.887,0.009,0.011,6412.0,2672.0,1.0
log_tau_participant_raw[370],0.505,0.669,-0.596,1.789,0.01,0.011,5550.0,2848.0,1.0
log_tau_participant_raw[371],0.626,0.693,-0.603,1.869,0.011,0.012,4779.0,2649.0,1.0
log_tau_participant_raw[372],0.509,0.608,-0.433,1.725,0.011,0.013,4311.0,2283.0,1.0
log_tau_participant_raw[373],0.745,0.679,-0.415,1.994,0.01,0.013,6281.0,2672.0,1.0
log_tau_participant_raw[374],0.363,0.675,-0.686,1.695,0.012,0.014,4520.0,1925.0,1.0
log_tau_participant_raw[375],0.75,0.679,-0.399,2.087,0.01,0.011,5326.0,2653.0,1.0
log_tau_participant_raw[376],-0.125,0.599,-1.021,1.127,0.012,0.014,3539.0,2283.0,1.0
log_tau_participant_raw[377],0.594,0.687,-0.517,1.951,0.01,0.012,6061.0,2512.0,1.0
log_tau_participant_raw[378],0.225,0.69,-0.849,1.621,0.012,0.013,4201.0,2226.0,1.0
log_tau_participant_raw[379],-0.528,0.411,-1.2,0.254,0.008,0.014,4354.0,2026.0,1.0
log_tau_participant_raw[380],0.701,0.67,-0.442,1.933,0.01,0.012,5909.0,2334.0,1.0
log_tau_participant_raw[381],0.021,0.66,-1.012,1.313,0.014,0.015,3248.0,2010.0,1.0
log_tau_participant_raw[382],-0.886,0.385,-1.551,-0.113,0.006,0.009,4968.0,2330.0,1.0
log_tau_participant_raw[383],0.42,0.666,-0.734,1.602,0.011,0.013,4705.0,2410.0,1.01
log_tau_participant_raw[384],-0.054,0.665,-1.177,1.212,0.013,0.016,3769.0,2391.0,1.0
log_tau_participant_raw[385],0.798,0.7,-0.402,2.121,0.01,0.011,5963.0,2674.0,1.0
log_tau_participant_raw[386],0.806,0.673,-0.328,2.102,0.009,0.012,6085.0,2951.0,1.0
log_tau_participant_raw[387],-0.457,0.944,-2.141,1.452,0.012,0.019,6016.0,2550.0,1.0
log_tau_participant_raw[388],0.765,0.69,-0.406,2.105,0.01,0.012,5417.0,2880.0,1.0
log_tau_participant_raw[389],-0.595,0.458,-1.475,0.188,0.008,0.012,5197.0,2132.0,1.0
log_tau_participant_raw[390],-0.429,0.943,-2.211,1.355,0.011,0.019,7513.0,2966.0,1.0
log_tau_participant_raw[391],0.668,0.715,-0.523,2.143,0.009,0.012,6963.0,2816.0,1.0
log_tau_participant_raw[392],0.069,0.763,-1.12,1.611,0.011,0.014,6210.0,2656.0,1.0
log_tau_participant_raw[393],0.4,0.681,-0.753,1.69,0.011,0.014,5180.0,2438.0,1.0
log_tau_participant_raw[394],0.626,0.678,-0.498,1.892,0.011,0.013,4902.0,2531.0,1.0
log_tau_participant_raw[395],0.483,0.701,-0.681,1.832,0.011,0.014,5283.0,2513.0,1.0
log_tau_participant_raw[396],0.626,0.679,-0.472,2.034,0.01,0.013,6191.0,2377.0,1.01
log_tau_participant_raw[397],0.742,0.652,-0.365,1.997,0.01,0.013,5785.0,2389.0,1.0
log_tau_participant_raw[398],0.763,0.689,-0.429,2.056,0.01,0.012,5703.0,2778.0,1.0
log_tau_participant_raw[399],0.309,0.718,-0.946,1.659,0.011,0.014,5670.0,2242.0,1.0
log_tau_participant_raw[400],0.17,0.74,-1.024,1.622,0.012,0.014,4939.0,2667.0,1.0
log_tau_participant_raw[401],0.542,0.705,-0.665,1.887,0.01,0.012,5896.0,2970.0,1.0
log_tau_participant_raw[402],-1.614,0.631,-2.762,-0.44,0.007,0.013,7972.0,2582.0,1.0
log_tau_participant_raw[403],-1.113,0.536,-2.054,-0.132,0.009,0.014,4996.0,1826.0,1.0
log_tau_participant_raw[404],0.88,0.678,-0.366,2.126,0.009,0.012,7019.0,2792.0,1.0
log_tau_participant_raw[405],-0.098,0.551,-0.998,0.96,0.011,0.013,3759.0,1965.0,1.0
log_tau_participant_raw[406],-0.113,0.705,-1.266,1.206,0.013,0.015,4573.0,2116.0,1.0
log_tau_participant_raw[407],0.465,0.71,-0.704,1.837,0.012,0.013,5039.0,2580.0,1.0
log_tau_participant_raw[408],0.737,0.706,-0.557,1.96,0.01,0.013,5736.0,2834.0,1.0
log_tau_participant_raw[409],-0.483,0.922,-2.054,1.408,0.013,0.019,6296.0,2240.0,1.0
log_tau_participant_raw[410],0.736,0.695,-0.457,2.05,0.009,0.013,6528.0,2645.0,1.0
log_tau_participant_raw[411],-0.733,0.988,-2.418,1.333,0.012,0.022,7523.0,2748.0,1.0
log_tau_participant_raw[412],0.646,0.747,-0.686,2.037,0.009,0.012,7406.0,2863.0,1.0
log_tau_participant_raw[413],-0.065,0.618,-1.034,1.153,0.012,0.015,3826.0,2134.0,1.0
log_tau_participant_raw[414],0.727,0.691,-0.465,2.068,0.008,0.012,9137.0,2384.0,1.0
log_tau_participant_raw[415],-0.42,0.982,-2.146,1.543,0.012,0.019,7352.0,2788.0,1.0
log_tau_participant_raw[416],-0.427,0.972,-2.141,1.466,0.012,0.017,6951.0,2990.0,1.0
log_tau_participant_raw[417],0.761,0.718,-0.555,2.069,0.01,0.012,6392.0,2757.0,1.0
log_tau_participant_raw[418],-0.201,0.868,-1.601,1.556,0.013,0.015,5302.0,2557.0,1.0
log_tau_participant_raw[419],0.489,0.738,-0.781,1.85,0.01,0.013,5944.0,2851.0,1.0
log_tau_participant_raw[420],0.661,0.687,-0.549,1.96,0.01,0.012,5435.0,2815.0,1.0
log_tau_participant_raw[421],-0.25,0.583,-1.199,0.865,0.012,0.017,3560.0,1821.0,1.0
log_tau_participant_raw[422],-1.534,0.616,-2.699,-0.413,0.009,0.017,5121.0,2352.0,1.0
log_tau_participant_raw[423],-0.619,0.494,-1.446,0.307,0.009,0.018,5135.0,1901.0,1.0
log_tau_participant_raw[424],0.914,0.681,-0.239,2.266,0.01,0.011,5767.0,2744.0,1.0
log_tau_participant_raw[425],-1.06,0.356,-1.706,-0.371,0.005,0.008,5013.0,2354.0,1.0
log_tau_participant_raw[426],-0.974,0.393,-1.697,-0.279,0.007,0.011,4581.0,2165.0,1.0
log_tau_participant_raw[427],-2.001,0.521,-3.083,-1.118,0.006,0.012,8118.0,2388.0,1.0
log_tau_participant_raw[428],-0.295,0.612,-1.267,0.885,0.012,0.017,3931.0,1900.0,1.0
log_tau_participant_raw[429],0.305,0.671,-0.834,1.519,0.011,0.012,4339.0,2732.0,1.0
log_tau_participant_raw[430],-1.191,0.393,-1.901,-0.448,0.006,0.009,5141.0,2391.0,1.0
log_tau_participant_raw[431],-0.437,0.529,-1.273,0.53,0.012,0.019,3084.0,1547.0,1.0
log_tau_participant_raw[432],-0.032,0.659,-1.092,1.238,0.013,0.014,3707.0,2485.0,1.0
log_tau_participant_raw[433],-1.851,0.538,-2.862,-0.894,0.008,0.01,5331.0,2910.0,1.0
log_tau_participant_raw[434],0.747,0.714,-0.515,2.03,0.011,0.013,5299.0,2398.0,1.0
log_tau_participant_raw[435],-1.074,0.89,-2.736,0.695,0.013,0.02,5799.0,2327.0,1.0
log_tau_participant_raw[436],0.749,0.69,-0.478,2.025,0.01,0.013,5788.0,2349.0,1.0
log_tau_participant_raw[437],-1.021,0.709,-2.341,0.293,0.014,0.023,4411.0,1727.0,1.0
log_tau_participant_raw[438],0.668,0.661,-0.401,1.954,0.012,0.011,3774.0,2572.0,1.0
log_tau_participant_raw[439],0.853,0.652,-0.258,2.092,0.009,0.011,5760.0,2676.0,1.0
log_tau_participant_raw[440],0.899,0.675,-0.282,2.162,0.01,0.012,6107.0,2859.0,1.0
log_tau_participant_raw[441],-0.117,0.632,-1.079,1.124,0.013,0.017,3561.0,1850.0,1.0
log_tau_participant_raw[442],-0.971,0.388,-1.711,-0.271,0.006,0.009,4250.0,2254.0,1.0
log_tau_participant_raw[443],0.713,0.656,-0.359,1.978,0.01,0.013,5578.0,2354.0,1.0
log_tau_participant_raw[444],-1.215,0.41,-1.981,-0.459,0.006,0.009,5344.0,2589.0,1.0
log_tau_participant_raw[445],0.478,0.649,-0.558,1.739,0.011,0.011,4386.0,2839.0,1.0
log_tau_participant_raw[446],-1.209,0.517,-2.198,-0.325,0.009,0.016,4863.0,2278.0,1.0
log_tau_participant_raw[447],-0.383,0.512,-1.203,0.615,0.01,0.014,4144.0,1893.0,1.0
log_tau_participant_raw[448],0.678,0.656,-0.43,1.914,0.011,0.012,4516.0,2108.0,1.0
log_tau_participant_raw[449],-0.555,0.406,-1.302,0.162,0.008,0.013,4087.0,1276.0,1.0
log_tau_participant_raw[450],-0.328,0.562,-1.206,0.771,0.014,0.018,3073.0,1361.0,1.0
log_tau_participant_raw[451],-1.177,0.365,-1.867,-0.5,0.005,0.007,4791.0,2481.0,1.0
log_tau_participant_raw[452],0.858,0.672,-0.32,2.117,0.009,0.012,6717.0,2713.0,1.0
log_tau_participant_raw[453],0.096,0.579,-0.818,1.231,0.012,0.016,3357.0,2107.0,1.0
log_tau_participant_raw[454],-0.271,0.477,-1.063,0.604,0.009,0.013,3514.0,1925.0,1.0
log_tau_participant_raw[455],-0.459,0.857,-1.917,1.197,0.013,0.015,5321.0,3100.0,1.0
mu_log_tau,1.77,0.276,1.233,2.267,0.008,0.005,1269.0,1745.0,1.0
sigma_beta_cat[0],0.31,0.232,0.0,0.726,0.004,0.004,2610.0,1959.0,1.0
sigma_beta_cat[1],0.387,0.226,0.003,0.788,0.005,0.003,1795.0,1424.0,1.0
sigma_beta_cat[2],0.47,0.226,0.056,0.887,0.004,0.004,2593.0,2072.0,1.0
sigma_beta_cat[3],0.222,0.192,0.0,0.566,0.003,0.004,2408.0,2001.0,1.0
sigma_beta_cat[4],0.257,0.215,0.0,0.647,0.004,0.004,1772.0,1482.0,1.0
sigma_beta_cat[5],0.405,0.22,0.001,0.78,0.005,0.004,1501.0,930.0,1.0
sigma_log_tau_participant,1.453,0.099,1.274,1.64,0.002,0.001,1854.0,2532.0,1.0
