,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
log_tau_participant_raw[202],0.802,0.678,-0.352,2.121,0.012,0.011,3761.0,2449.0,1.0
log_tau_participant_raw[203],-1.482,0.388,-2.25,-0.787,0.006,0.007,4092.0,2955.0,1.0
log_tau_participant_raw[204],0.408,0.666,-0.637,1.739,0.012,0.012,4167.0,2322.0,1.0
log_tau_participant_raw[205],1.208,0.627,0.126,2.422,0.011,0.011,3966.0,2514.0,1.0
log_tau_participant_raw[206],-0.253,0.506,-1.028,0.689,0.013,0.028,2772.0,1414.0,1.0
log_tau_participant_raw[207],0.341,0.669,-0.734,1.647,0.013,0.013,3290.0,2252.0,1.0
log_tau_participant_raw[208],0.932,0.629,-0.114,2.147,0.011,0.011,4123.0,2489.0,1.0
log_tau_participant_raw[209],0.496,0.663,-0.586,1.77,0.013,0.012,3100.0,2520.0,1.0
log_tau_participant_raw[210],-0.386,0.5,-1.18,0.598,0.012,0.014,2873.0,1449.0,1.0
log_tau_participant_raw[211],0.299,0.663,-0.767,1.541,0.013,0.014,3160.0,2565.0,1.0
log_tau_participant_raw[212],0.553,0.639,-0.477,1.771,0.012,0.012,3788.0,2407.0,1.0
log_tau_participant_raw[213],0.434,0.628,-0.59,1.657,0.012,0.013,3245.0,2374.0,1.0
log_tau_participant_raw[214],0.746,0.682,-0.435,2.0,0.012,0.014,3794.0,2622.0,1.0
log_tau_participant_raw[215],-1.023,0.322,-1.618,-0.443,0.007,0.008,2777.0,1879.0,1.0
log_tau_participant_raw[216],0.042,0.64,-0.93,1.331,0.014,0.016,2933.0,1897.0,1.0
log_tau_participant_raw[217],-0.191,0.56,-1.1,0.891,0.012,0.015,3362.0,1760.0,1.0
log_tau_participant_raw[218],-0.132,0.663,-1.178,1.175,0.014,0.016,2972.0,1993.0,1.0
log_tau_participant_raw[219],-0.999,0.324,-1.565,-0.362,0.006,0.006,3235.0,2578.0,1.0
log_tau_participant_raw[220],0.934,0.661,-0.2,2.184,0.011,0.011,4041.0,2643.0,1.0
log_tau_participant_raw[221],0.631,0.664,-0.479,1.906,0.011,0.013,3991.0,2357.0,1.0
log_tau_participant_raw[222],0.811,0.675,-0.328,2.071,0.011,0.012,4728.0,2317.0,1.0
log_tau_participant_raw[223],0.487,0.678,-0.679,1.717,0.012,0.013,3811.0,2687.0,1.0
log_tau_participant_raw[224],0.749,0.664,-0.447,1.953,0.012,0.012,3665.0,2491.0,1.0
log_tau_participant_raw[225],0.613,0.676,-0.468,1.932,0.012,0.014,3712.0,2347.0,1.0
log_tau_participant_raw[226],0.992,0.641,-0.088,2.242,0.01,0.01,4296.0,2686.0,1.0
log_tau_participant_raw[227],-0.047,0.556,-0.929,1.026,0.013,0.016,2708.0,1796.0,1.0
log_tau_participant_raw[228],0.421,0.719,-0.807,1.771,0.012,0.012,4025.0,2831.0,1.0
log_tau_participant_raw[229],0.278,0.806,-1.192,1.744,0.012,0.013,4878.0,2967.0,1.0
log_tau_participant_raw[230],0.605,0.7,-0.589,1.939,0.013,0.013,3381.0,2276.0,1.0
log_tau_participant_raw[231],1.125,0.641,0.018,2.353,0.01,0.01,4160.0,2792.0,1.0
log_tau_participant_raw[232],-0.704,0.485,-1.444,0.244,0.011,0.017,3208.0,1561.0,1.0
log_tau_participant_raw[233],-0.584,0.371,-1.246,0.058,0.009,0.017,2347.0,1639.0,1.0
log_tau_participant_raw[234],1.23,0.623,0.07,2.35,0.01,0.011,4212.0,2616.0,1.0
log_tau_participant_raw[235],0.47,0.63,-0.636,1.617,0.013,0.012,3081.0,2252.0,1.0
log_tau_participant_raw[236],-0.048,0.506,-0.838,0.951,0.011,0.016,3154.0,1711.0,1.0
log_tau_participant_raw[237],-0.773,0.838,-2.408,0.879,0.013,0.017,4535.0,2261.0,1.0
log_tau_participant_raw[238],0.969,0.671,-0.214,2.208,0.011,0.011,3970.0,2431.0,1.0
log_tau_participant_raw[239],-0.128,0.759,-1.416,1.288,0.014,0.013,3755.0,2686.0,1.0
log_tau_participant_raw[240],0.147,0.594,-0.721,1.316,0.013,0.016,3283.0,1739.0,1.0
log_tau_participant_raw[241],-1.375,0.373,-2.084,-0.694,0.006,0.007,3384.0,2732.0,1.0
log_tau_participant_raw[242],-0.356,0.562,-1.233,0.724,0.012,0.02,3346.0,1619.0,1.0
log_tau_participant_raw[243],-0.503,0.469,-1.287,0.316,0.011,0.02,2947.0,1497.0,1.0
log_tau_participant_raw[244],-1.556,0.465,-2.467,-0.737,0.011,0.011,1894.0,1764.0,1.0
log_tau_participant_raw[245],-0.571,0.465,-1.339,0.297,0.01,0.014,3400.0,1763.0,1.0
log_tau_participant_raw[246],0.721,0.65,-0.317,2.021,0.012,0.013,3789.0,2225.0,1.0
log_tau_participant_raw[247],0.529,0.698,-0.664,1.816,0.012,0.013,3868.0,2115.0,1.0
log_tau_participant_raw[248],0.528,0.678,-0.567,1.807,0.013,0.013,2994.0,2148.0,1.0
log_tau_participant_raw[249],-1.069,0.346,-1.678,-0.42,0.007,0.009,2687.0,2151.0,1.0
log_tau_participant_raw[250],-1.904,0.572,-3.003,-0.823,0.008,0.012,4846.0,2316.0,1.0
log_tau_participant_raw[251],0.815,0.668,-0.339,2.078,0.011,0.012,4134.0,2358.0,1.0
log_tau_participant_raw[252],-0.74,0.389,-1.424,0.01,0.007,0.014,4090.0,2161.0,1.0
log_tau_participant_raw[253],1.081,0.628,0.006,2.272,0.011,0.011,3979.0,2746.0,1.0
log_tau_participant_raw[254],-0.147,0.541,-1.015,0.861,0.011,0.015,3196.0,1826.0,1.0
log_tau_participant_raw[255],-1.416,0.353,-2.071,-0.743,0.006,0.006,3679.0,2301.0,1.0
log_tau_participant_raw[256],1.029,0.662,-0.124,2.299,0.012,0.011,3680.0,2581.0,1.0
log_tau_participant_raw[257],0.151,0.56,-0.741,1.217,0.012,0.014,3346.0,2114.0,1.0
log_tau_participant_raw[258],0.819,0.67,-0.327,2.094,0.012,0.013,3811.0,2495.0,1.0
log_tau_participant_raw[259],-0.641,0.466,-1.415,0.235,0.013,0.02,2111.0,1113.0,1.0
log_tau_participant_raw[260],0.546,0.652,-0.578,1.736,0.011,0.012,4273.0,2319.0,1.0
log_tau_participant_raw[261],0.523,0.672,-0.596,1.84,0.012,0.011,3540.0,2672.0,1.0
log_tau_participant_raw[262],0.898,0.636,-0.145,2.126,0.011,0.011,4185.0,2395.0,1.0
log_tau_participant_raw[263],-1.517,0.392,-2.266,-0.807,0.008,0.007,2620.0,2496.0,1.0
log_tau_participant_raw[264],-0.808,0.391,-1.526,-0.149,0.009,0.018,2881.0,1763.0,1.0
log_tau_participant_raw[265],0.617,0.671,-0.524,1.867,0.012,0.011,3993.0,2694.0,1.0
log_tau_participant_raw[266],-0.997,0.497,-1.921,-0.149,0.01,0.02,3847.0,1524.0,1.0
log_tau_participant_raw[267],-0.292,0.444,-0.972,0.554,0.01,0.016,3071.0,1318.0,1.0
log_tau_participant_raw[268],0.572,0.641,-0.513,1.807,0.012,0.012,3523.0,2397.0,1.0
log_tau_participant_raw[269],-1.331,0.34,-1.991,-0.73,0.006,0.006,3296.0,2314.0,1.0
log_tau_participant_raw[270],-1.808,0.545,-2.846,-0.791,0.01,0.01,3304.0,2731.0,1.0
log_tau_participant_raw[271],-0.303,0.485,-1.085,0.603,0.011,0.017,3208.0,1402.0,1.0
log_tau_participant_raw[272],0.331,0.66,-0.694,1.614,0.012,0.014,3630.0,2488.0,1.0
log_tau_participant_raw[273],1.124,0.626,0.002,2.289,0.01,0.011,4521.0,3168.0,1.0
log_tau_participant_raw[274],0.415,0.677,-0.68,1.714,0.012,0.012,3617.0,2511.0,1.0
log_tau_participant_raw[275],0.335,0.677,-0.782,1.625,0.013,0.013,3190.0,2283.0,1.0
log_tau_participant_raw[276],0.605,0.685,-0.59,1.888,0.013,0.013,3485.0,2265.0,1.0
log_tau_participant_raw[277],0.654,0.67,-0.476,1.921,0.011,0.011,4779.0,2994.0,1.0
log_tau_participant_raw[278],-0.123,0.486,-0.953,0.789,0.011,0.015,3128.0,1771.0,1.0
log_tau_participant_raw[279],0.339,0.666,-0.728,1.589,0.013,0.013,3599.0,2403.0,1.0
log_tau_participant_raw[280],-0.139,0.581,-1.081,0.994,0.012,0.014,2906.0,1885.0,1.0
log_tau_participant_raw[281],-0.674,0.465,-1.425,0.176,0.012,0.023,2822.0,1297.0,1.0
log_tau_participant_raw[282],0.703,0.639,-0.362,1.874,0.012,0.012,3804.0,2573.0,1.0
log_tau_participant_raw[283],0.175,0.561,-0.686,1.296,0.013,0.014,2860.0,1836.0,1.01
log_tau_participant_raw[284],0.521,0.647,-0.527,1.768,0.013,0.013,3473.0,2152.0,1.0
log_tau_participant_raw[285],-0.192,0.57,-1.125,0.882,0.013,0.015,2898.0,1786.0,1.0
log_tau_participant_raw[286],1.171,0.652,0.044,2.414,0.013,0.013,3133.0,1982.0,1.0
log_tau_participant_raw[287],-0.421,0.824,-1.749,1.216,0.017,0.018,3194.0,2020.0,1.0
log_tau_participant_raw[288],-1.647,0.384,-2.396,-0.969,0.007,0.007,3487.0,2437.0,1.0
log_tau_participant_raw[289],-0.754,0.324,-1.335,-0.168,0.006,0.01,3281.0,2600.0,1.0
log_tau_participant_raw[290],-1.203,0.343,-1.856,-0.588,0.006,0.005,3500.0,2937.0,1.0
log_tau_participant_raw[291],-1.344,0.349,-1.993,-0.677,0.006,0.006,3637.0,2545.0,1.0
log_tau_participant_raw[292],0.382,0.664,-0.695,1.697,0.013,0.012,3057.0,2063.0,1.0
log_tau_participant_raw[293],-0.204,0.554,-1.14,0.818,0.013,0.015,2550.0,1533.0,1.0
log_tau_participant_raw[294],0.194,0.572,-0.726,1.303,0.012,0.014,3482.0,1967.0,1.0
log_tau_participant_raw[295],0.249,0.624,-0.71,1.489,0.014,0.015,2836.0,2016.0,1.0
log_tau_participant_raw[296],0.925,0.638,-0.196,2.088,0.01,0.011,4267.0,2664.0,1.0
log_tau_participant_raw[297],0.385,0.689,-0.781,1.655,0.013,0.014,3473.0,2005.0,1.0
log_tau_participant_raw[298],-1.586,0.528,-2.543,-0.594,0.009,0.01,3650.0,3010.0,1.0
log_tau_participant_raw[299],0.622,0.656,-0.454,1.874,0.012,0.013,4062.0,2147.0,1.0
log_tau_participant_raw[300],0.735,0.702,-0.476,2.102,0.012,0.011,3899.0,2671.0,1.0
log_tau_participant_raw[301],-1.684,0.584,-2.818,-0.649,0.008,0.01,5593.0,2790.0,1.0
log_tau_participant_raw[302],0.793,0.667,-0.39,2.011,0.012,0.011,3764.0,2364.0,1.0
log_tau_participant_raw[303],0.771,0.668,-0.424,1.99,0.013,0.013,3427.0,1966.0,1.0
log_tau_participant_raw[304],-0.41,0.509,-1.183,0.606,0.014,0.019,2195.0,1233.0,1.0
log_tau_participant_raw[305],0.874,0.66,-0.263,2.149,0.012,0.011,3742.0,2262.0,1.0
log_tau_participant_raw[306],-2.085,0.549,-3.121,-1.092,0.009,0.01,3670.0,2271.0,1.0
log_tau_participant_raw[307],0.683,0.672,-0.493,1.911,0.012,0.012,3656.0,2208.0,1.0
log_tau_participant_raw[308],0.049,0.71,-1.083,1.432,0.014,0.015,3410.0,2047.0,1.0
log_tau_participant_raw[309],-2.156,0.524,-3.137,-1.146,0.008,0.01,4442.0,2543.0,1.0
log_tau_participant_raw[310],0.409,0.631,-0.526,1.689,0.013,0.014,3089.0,1890.0,1.0
log_tau_participant_raw[311],-0.663,0.367,-1.284,-0.002,0.01,0.019,2459.0,1086.0,1.0
log_tau_participant_raw[312],-0.809,0.41,-1.503,-0.118,0.01,0.022,3102.0,1183.0,1.0
log_tau_participant_raw[313],-1.979,0.562,-2.988,-0.901,0.008,0.01,4903.0,2844.0,1.0
log_tau_participant_raw[314],0.323,0.673,-0.737,1.617,0.014,0.014,3094.0,2499.0,1.0
log_tau_participant_raw[315],-1.242,0.354,-1.881,-0.576,0.007,0.007,3097.0,2095.0,1.0
log_tau_participant_raw[316],0.571,0.661,-0.491,1.866,0.011,0.011,4208.0,2393.0,1.0
log_tau_participant_raw[317],0.805,0.709,-0.342,2.208,0.012,0.012,3946.0,2745.0,1.0
log_tau_participant_raw[318],-0.134,0.497,-0.939,0.765,0.014,0.023,2299.0,1103.0,1.01
log_tau_participant_raw[319],-0.576,0.39,-1.249,0.135,0.009,0.015,2759.0,1320.0,1.0
log_tau_participant_raw[320],-1.46,0.478,-2.357,-0.551,0.008,0.009,3456.0,2552.0,1.0
log_tau_participant_raw[321],0.452,0.648,-0.614,1.693,0.012,0.011,3514.0,2543.0,1.0
log_tau_participant_raw[322],1.046,0.636,-0.094,2.237,0.01,0.012,4334.0,2653.0,1.0
log_tau_participant_raw[323],-1.003,0.347,-1.601,-0.364,0.007,0.013,2840.0,1797.0,1.0
log_tau_participant_raw[324],-0.577,0.635,-1.65,0.664,0.013,0.018,3443.0,1628.0,1.0
log_tau_participant_raw[325],-0.328,0.557,-1.176,0.751,0.012,0.018,2994.0,1948.0,1.0
log_tau_participant_raw[326],0.131,0.724,-1.072,1.556,0.015,0.016,2901.0,1856.0,1.0
log_tau_participant_raw[327],0.431,0.774,-0.851,1.941,0.013,0.012,4062.0,3033.0,1.0
log_tau_participant_raw[328],0.94,0.637,-0.166,2.127,0.01,0.011,4473.0,2694.0,1.0
log_tau_participant_raw[329],-0.94,0.357,-1.581,-0.27,0.007,0.01,3187.0,1755.0,1.0
log_tau_participant_raw[330],0.252,0.632,-0.773,1.447,0.013,0.014,3211.0,2167.0,1.0
log_tau_participant_raw[331],-0.386,0.55,-1.263,0.667,0.012,0.017,2813.0,1679.0,1.0
log_tau_participant_raw[332],-0.212,0.575,-1.085,0.969,0.014,0.019,2671.0,1319.0,1.0
log_tau_participant_raw[333],-0.141,0.601,-1.119,1.0,0.015,0.02,2563.0,1275.0,1.0
log_tau_participant_raw[334],0.867,0.652,-0.256,2.084,0.011,0.013,3855.0,2285.0,1.0
log_tau_participant_raw[335],-0.434,0.543,-1.266,0.572,0.014,0.022,2471.0,1290.0,1.0
log_tau_participant_raw[336],-0.29,0.579,-1.215,0.78,0.014,0.019,2605.0,1568.0,1.0
log_tau_participant_raw[337],-0.367,0.415,-1.07,0.388,0.01,0.017,2903.0,1319.0,1.0
log_tau_participant_raw[338],0.001,0.63,-0.992,1.246,0.014,0.017,3063.0,1904.0,1.0
log_tau_participant_raw[339],-0.099,0.623,-1.052,1.187,0.013,0.016,2864.0,1916.0,1.0
log_tau_participant_raw[340],0.952,0.646,-0.187,2.157,0.01,0.011,4531.0,2700.0,1.0
log_tau_participant_raw[341],-1.081,0.349,-1.749,-0.452,0.006,0.006,3851.0,2495.0,1.0
log_tau_participant_raw[342],-0.124,0.55,-1.017,0.904,0.012,0.015,3217.0,1821.0,1.0
log_tau_participant_raw[343],1.072,0.643,-0.097,2.267,0.01,0.01,4356.0,2714.0,1.0
log_tau_participant_raw[344],0.97,0.66,-0.138,2.266,0.012,0.012,3503.0,2301.0,1.0
log_tau_participant_raw[345],-0.67,0.433,-1.421,0.092,0.01,0.018,2654.0,1271.0,1.0
log_tau_participant_raw[346],0.367,0.678,-0.744,1.683,0.013,0.012,3163.0,2488.0,1.0
log_tau_participant_raw[347],1.037,0.665,-0.081,2.327,0.011,0.013,4399.0,2124.0,1.0
log_tau_participant_raw[348],0.16,0.656,-0.908,1.427,0.014,0.014,2949.0,1808.0,1.0
log_tau_participant_raw[349],-0.222,0.446,-0.951,0.661,0.009,0.012,3103.0,1964.0,1.0
log_tau_participant_raw[350],0.695,0.675,-0.452,2.007,0.014,0.012,2815.0,2400.0,1.0
log_tau_participant_raw[351],-0.343,0.68,-1.459,1.033,0.014,0.017,3338.0,2034.0,1.0
log_tau_participant_raw[352],-1.236,0.353,-1.854,-0.54,0.006,0.007,3670.0,2281.0,1.0
log_tau_participant_raw[353],-0.723,0.392,-1.359,0.02,0.01,0.016,2140.0,1200.0,1.0
log_tau_participant_raw[354],-0.336,0.419,-1.065,0.421,0.011,0.015,2339.0,1551.0,1.0
log_tau_participant_raw[355],-0.951,0.328,-1.578,-0.339,0.006,0.006,3678.0,2295.0,1.0
log_tau_participant_raw[356],-1.048,0.36,-1.705,-0.383,0.008,0.01,2677.0,1716.0,1.0
log_tau_participant_raw[357],0.164,0.603,-0.787,1.373,0.012,0.014,3667.0,2287.0,1.0
log_tau_participant_raw[358],0.505,0.695,-0.674,1.773,0.012,0.013,3916.0,2319.0,1.0
log_tau_participant_raw[359],-1.788,0.453,-2.649,-0.958,0.008,0.01,3327.0,2242.0,1.0
log_tau_participant_raw[360],1.027,0.646,-0.064,2.258,0.011,0.012,3834.0,2430.0,1.0
log_tau_participant_raw[361],0.8,0.655,-0.357,1.979,0.011,0.012,3916.0,2445.0,1.0
log_tau_participant_raw[362],1.088,0.65,-0.014,2.344,0.01,0.01,4731.0,2712.0,1.0
log_tau_participant_raw[363],0.117,0.618,-0.891,1.292,0.013,0.014,3139.0,2107.0,1.0
log_tau_participant_raw[364],-0.243,0.617,-1.197,0.948,0.013,0.016,3044.0,2100.0,1.0
log_tau_participant_raw[365],0.829,0.655,-0.307,2.067,0.011,0.012,4284.0,2269.0,1.0
log_tau_participant_raw[366],1.299,0.607,0.231,2.441,0.01,0.011,4502.0,2404.0,1.0
log_tau_participant_raw[367],0.991,0.652,-0.148,2.238,0.01,0.011,4461.0,2454.0,1.0
log_tau_participant_raw[368],0.533,0.675,-0.635,1.791,0.012,0.013,3903.0,2267.0,1.0
log_tau_participant_raw[369],0.407,0.638,-0.65,1.605,0.012,0.013,3960.0,2651.0,1.0
log_tau_participant_raw[370],0.827,0.653,-0.313,2.006,0.011,0.012,4290.0,2537.0,1.0
log_tau_participant_raw[371],0.219,0.667,-0.869,1.488,0.013,0.013,3703.0,2394.0,1.0
log_tau_participant_raw[372],0.464,0.651,-0.599,1.701,0.012,0.012,3628.0,2856.0,1.0
log_tau_participant_raw[373],0.756,0.683,-0.423,2.047,0.012,0.013,4209.0,2351.0,1.0
log_tau_participant_raw[374],0.405,0.62,-0.63,1.562,0.013,0.014,3252.0,1835.0,1.0
log_tau_participant_raw[375],0.861,0.667,-0.304,2.124,0.011,0.011,3986.0,2501.0,1.0
log_tau_participant_raw[376],0.577,0.659,-0.479,1.856,0.012,0.012,3814.0,2417.0,1.0
log_tau_participant_raw[377],1.006,0.656,-0.155,2.28,0.011,0.012,4063.0,2267.0,1.0
log_tau_participant_raw[378],0.787,0.669,-0.394,2.038,0.011,0.012,4299.0,2498.0,1.0
log_tau_participant_raw[379],0.545,0.683,-0.607,1.812,0.012,0.013,4024.0,2490.0,1.0
log_tau_participant_raw[380],0.229,0.658,-0.868,1.485,0.012,0.015,4156.0,1866.0,1.0
log_tau_participant_raw[381],-1.757,0.7,-3.003,-0.417,0.012,0.02,4025.0,1836.0,1.0
log_tau_participant_raw[382],0.703,0.693,-0.459,2.034,0.012,0.012,3841.0,2173.0,1.0
log_tau_participant_raw[383],0.753,0.653,-0.375,1.949,0.012,0.012,3683.0,2137.0,1.0
log_tau_participant_raw[384],-1.256,0.33,-1.875,-0.636,0.005,0.007,3978.0,2378.0,1.0
log_tau_participant_raw[385],0.195,0.676,-0.859,1.552,0.014,0.015,2908.0,1944.0,1.0
log_tau_participant_raw[386],-1.006,0.347,-1.631,-0.349,0.006,0.007,3560.0,2650.0,1.0
log_tau_participant_raw[387],0.193,0.616,-0.775,1.39,0.012,0.015,3575.0,1981.0,1.0
log_tau_participant_raw[388],-0.377,0.653,-1.458,0.88,0.015,0.017,2923.0,1635.0,1.0
log_tau_participant_raw[389],-0.335,0.534,-1.244,0.653,0.011,0.014,3421.0,1560.0,1.0
log_tau_participant_raw[390],0.807,0.682,-0.304,2.166,0.012,0.012,4065.0,2087.0,1.0
log_tau_participant_raw[391],1.048,0.639,-0.117,2.237,0.009,0.011,5364.0,2453.0,1.0
log_tau_participant_raw[392],-0.178,0.828,-1.472,1.579,0.015,0.015,3836.0,2542.0,1.0
log_tau_participant_raw[393],0.716,0.685,-0.493,1.971,0.011,0.012,4703.0,2407.0,1.0
log_tau_participant_raw[394],-0.765,0.354,-1.395,-0.111,0.007,0.011,3028.0,1933.0,1.0
log_tau_participant_raw[395],-0.085,0.813,-1.473,1.472,0.014,0.014,3913.0,2674.0,1.0
log_tau_participant_raw[396],0.92,0.657,-0.267,2.122,0.011,0.01,4163.0,2479.0,1.0
log_tau_participant_raw[397],0.002,0.738,-1.337,1.319,0.014,0.013,3560.0,2522.0,1.0
log_tau_participant_raw[398],0.376,0.694,-0.785,1.673,0.013,0.013,3681.0,2614.0,1.0
log_tau_participant_raw[399],0.73,0.655,-0.379,1.952,0.012,0.013,3600.0,2415.0,1.0
log_tau_participant_raw[400],0.465,0.64,-0.592,1.689,0.012,0.013,4057.0,2239.0,1.0
log_tau_participant_raw[401],0.756,0.694,-0.493,2.034,0.012,0.013,4255.0,2325.0,1.0
log_tau_participant_raw[402],0.755,0.674,-0.452,1.964,0.012,0.013,3851.0,2001.0,1.0
log_tau_participant_raw[403],0.795,0.675,-0.394,2.023,0.011,0.012,4218.0,2658.0,1.0
log_tau_participant_raw[404],1.049,0.634,-0.085,2.212,0.011,0.011,3853.0,2300.0,1.0
log_tau_participant_raw[405],0.42,0.736,-0.854,1.782,0.012,0.013,4091.0,2445.0,1.0
log_tau_participant_raw[406],0.639,0.697,-0.612,1.886,0.011,0.012,4527.0,2752.0,1.0
log_tau_participant_raw[407],-0.761,0.848,-2.223,0.945,0.015,0.019,3905.0,2314.0,1.0
log_tau_participant_raw[408],-1.723,0.645,-2.932,-0.592,0.011,0.014,3684.0,2635.0,1.0
log_tau_participant_raw[409],-1.126,0.494,-2.044,-0.265,0.009,0.014,4341.0,1944.0,1.0
log_tau_participant_raw[410],0.802,0.698,-0.429,2.108,0.012,0.012,3594.0,2480.0,1.0
log_tau_participant_raw[411],-0.923,0.495,-1.837,0.001,0.009,0.013,4064.0,1735.0,1.0
log_tau_participant_raw[412],0.215,0.773,-1.065,1.707,0.013,0.013,4126.0,2685.0,1.0
log_tau_participant_raw[413],0.047,0.701,-1.102,1.389,0.013,0.014,4059.0,2274.0,1.0
log_tau_participant_raw[414],0.708,0.658,-0.358,1.99,0.011,0.012,4054.0,2566.0,1.0
log_tau_participant_raw[415],0.665,0.723,-0.685,2.013,0.013,0.013,3697.0,2322.0,1.0
log_tau_participant_raw[416],0.558,0.719,-0.71,1.879,0.013,0.013,3729.0,2275.0,1.0
log_tau_participant_raw[417],-0.563,0.835,-1.93,1.099,0.016,0.018,3523.0,2283.0,1.0
log_tau_participant_raw[418],0.608,0.766,-0.737,2.126,0.012,0.013,4184.0,2496.0,1.0
log_tau_participant_raw[419],0.622,0.698,-0.629,1.881,0.011,0.013,5248.0,2614.0,1.0
log_tau_participant_raw[420],-0.423,1.006,-2.205,1.591,0.016,0.018,4353.0,2740.0,1.0
log_tau_participant_raw[421],0.706,0.76,-0.643,2.113,0.012,0.013,4154.0,2600.0,1.0
log_tau_participant_raw[422],-0.266,0.867,-1.637,1.522,0.016,0.017,3566.0,2265.0,1.0
log_tau_participant_raw[423],0.356,0.75,-0.91,1.829,0.013,0.013,3899.0,2550.0,1.0
log_tau_participant_raw[424],-0.326,0.561,-1.239,0.763,0.013,0.016,2864.0,1415.0,1.0
log_tau_participant_raw[425],0.748,0.668,-0.384,2.002,0.011,0.011,4077.0,2901.0,1.0
log_tau_participant_raw[426],-1.285,0.427,-2.173,-0.547,0.008,0.009,2923.0,2391.0,1.0
log_tau_participant_raw[427],-0.873,0.336,-1.514,-0.277,0.006,0.008,3585.0,2377.0,1.0
log_tau_participant_raw[428],0.856,0.668,-0.281,2.151,0.012,0.011,3417.0,2187.0,1.0
log_tau_participant_raw[429],1.37,0.622,0.279,2.584,0.011,0.01,3983.0,2434.0,1.0
log_tau_participant_raw[430],-2.147,0.508,-3.097,-1.197,0.008,0.009,4219.0,2768.0,1.0
log_tau_participant_raw[431],-0.346,0.543,-1.228,0.701,0.013,0.017,2469.0,1648.0,1.0
log_tau_participant_raw[432],-1.182,0.331,-1.774,-0.551,0.006,0.006,3488.0,2880.0,1.0
log_tau_participant_raw[433],-0.326,0.542,-1.143,0.734,0.012,0.016,3204.0,1810.0,1.0
log_tau_participant_raw[434],0.013,0.633,-1.026,1.189,0.014,0.017,2925.0,1786.0,1.0
log_tau_participant_raw[435],0.931,0.685,-0.311,2.234,0.011,0.012,4077.0,2370.0,1.0
log_tau_participant_raw[436],-1.253,0.735,-2.776,0.049,0.012,0.018,4299.0,1755.0,1.0
log_tau_participant_raw[437],0.611,0.668,-0.443,1.919,0.012,0.012,3940.0,2615.0,1.0
log_tau_participant_raw[438],0.753,0.688,-0.387,2.103,0.013,0.013,3440.0,2240.0,1.0
log_tau_participant_raw[439],-1.584,0.618,-2.7,-0.353,0.01,0.012,3676.0,2361.0,1.0
log_tau_participant_raw[440],0.438,0.643,-0.625,1.629,0.014,0.014,2916.0,1729.0,1.0
log_tau_participant_raw[441],0.96,0.677,-0.28,2.188,0.011,0.012,4126.0,2593.0,1.0
log_tau_participant_raw[442],-0.145,0.583,-1.086,0.956,0.013,0.016,3176.0,1614.0,1.0
log_tau_participant_raw[443],-1.074,0.319,-1.653,-0.465,0.005,0.007,3751.0,2598.0,1.0
log_tau_participant_raw[444],0.72,0.657,-0.387,1.942,0.011,0.012,4249.0,2414.0,1.0
log_tau_participant_raw[445],-1.235,0.36,-1.94,-0.608,0.006,0.007,3442.0,2886.0,1.0
log_tau_participant_raw[446],0.394,0.651,-0.663,1.622,0.013,0.014,3296.0,2110.0,1.0
log_tau_participant_raw[447],-0.617,0.439,-1.372,0.208,0.01,0.013,2669.0,1509.0,1.0
log_tau_participant_raw[448],-0.732,0.338,-1.336,-0.112,0.009,0.017,2044.0,858.0,1.01
log_tau_participant_raw[449],-0.119,0.589,-0.985,1.101,0.014,0.016,2836.0,1647.0,1.0
log_tau_participant_raw[450],-1.218,0.342,-1.836,-0.579,0.006,0.008,3250.0,1770.0,1.0
log_tau_participant_raw[451],0.769,0.643,-0.351,1.985,0.011,0.012,3872.0,2660.0,1.0
log_tau_participant_raw[452],0.092,0.551,-0.8,1.181,0.012,0.013,3055.0,1801.0,1.0
log_tau_participant_raw[453],-0.792,0.387,-1.446,-0.079,0.008,0.014,3135.0,1782.0,1.0
log_tau_participant_raw[454],0.349,0.796,-1.061,1.807,0.014,0.014,3853.0,2215.0,1.0
log_tau_participant_raw[455],-0.493,0.685,-1.65,0.819,0.013,0.015,3877.0,2332.0,1.0
mu_log_tau,1.807,0.278,1.307,2.348,0.01,0.005,812.0,1536.0,1.0
sigma_beta_cat[0],0.283,0.218,0.0,0.676,0.004,0.004,1871.0,1590.0,1.0
sigma_beta_cat[1],0.356,0.216,0.002,0.73,0.006,0.003,1204.0,1293.0,1.0
sigma_beta_cat[2],0.434,0.232,0.049,0.87,0.006,0.004,1483.0,1467.0,1.0
sigma_beta_cat[3],0.222,0.192,0.0,0.568,0.004,0.004,1508.0,1347.0,1.0
sigma_beta_cat[4],0.354,0.231,0.0,0.756,0.006,0.004,1107.0,942.0,1.0
sigma_beta_cat[5],0.251,0.184,0.001,0.576,0.004,0.004,1456.0,1741.0,1.0
sigma_log_tau_participant,1.447,0.091,1.28,1.622,0.002,0.001,1491.0,2336.0,1.0
